,MTBS_FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,FIRE_SIZE,LATITUDE,LONGITUDE,STATE
2646,,1999,2451341.5,Fireworks,2451345.5,1373.2,40.6521,-117.3509,NV
2647,,1999,2451341.5,Arson,2451342.5,1883.1,40.5999,-118.60099,NV
2648,HOUSE 80,1999,2451358.5,Miscellaneous,2451359.5,1992.0,41.9546,-117.6243,NV
2649,TUNGSTEN,1999,2451368.5,Equipment Use,2451369.5,1789.0,40.7666,-118.1246,NV
2650,LANG SYNE,1999,2451370.5,Equipment Use,2451375.5,24340.0,40.4846,-117.6385,NV
2651,UNNAMED,1999,2451394.5,Lightning,2451403.5,22063.0,40.908,-117.8124,NV
2652,DUN GLENN COMPLEX (GRASS VALLEY 1),1999,2451394.5,Lightning,2451400.5,12450.0,40.5896,-117.5382,NV
2653,DUN GLENN COMPLEX (THE CYANCO),1999,2451394.5,Lightning,2451398.5,10619.0,40.8507,-117.9946,NV
2654,JUNGO COMPLEX,1999,2451394.5,Lightning,2451400.5,72179.0,41.5374,-118.5949,NV
2655,DUN GLENN COMPLEX (COSGRAVE),1999,2451394.5,Lightning,2451394.5,28918.0,40.7057,-118.0515,NV
2656,KAMMA,1999,2451394.5,Lightning,2451399.5,2887.0,40.8282,-118.6527,NV
2657,DENIO N,1999,2451394.5,Lightning,2451396.5,1296.0,41.9255,-118.6493,NV
2658,SOMBRERO,1999,2451394.5,Lightning,2451400.5,80448.3,41.0682,-118.1676,NV
2659,DUN GLENN COMPLEX (POKER BROWN),1999,2451394.5,Lightning,2451410.5,231389.0,40.5857,-118.499,NV
2660,JUNGO COMPLEX,1999,2451394.5,Lightning,2451400.5,23522.4,41.7524,-118.5524,NV
2661,SIARD RANC,1999,2451394.5,Lightning,2451400.5,2233.0,40.3996,-117.616,NV
2662,,1999,2451394.5,Lightning,2451398.5,1860.0,40.7918,-118.1857,NV
2663,CHIMNEY,1999,2451395.5,Lightning,2451399.5,33581.0,41.4968,-117.0246,NV
2664,DUN GLENN COMPLEX (RODCHESTER),1999,2451395.5,Lightning,2451401.5,13325.0,40.3166,-118.1676,NV
2665,DUN GLENN COMPLEX (EUGENE),1999,2451396.5,Lightning,2451404.5,7224.3,40.7816,-118.1674,NV
2666,CORRIDOR COMPLEX (LONE BUTTE),1999,2451396.5,Lightning,2451397.5,31624.7,41.0971,-117.3243,NV
2667,ANDORNO,1999,2451403.5,Miscellaneous,2451406.5,2249.0,41.3499,-117.7676,NV
2668,JUNCTION 290,1999,2451408.5,Lightning,2451408.5,1345.0,41.4455,-117.6243,NV
2669,,1999,2451408.5,Lightning,2451410.5,1122.0,40.0971,-117.5351,NV
2670,VIRGIN CREEK,1999,2451409.5,Lightning,2451409.5,1450.0,41.8605,-118.6224,NV
2671,TUNGSTEN,1999,2451413.5,Lightning,2451414.5,6028.1,40.7493,-118.0515,NV
2672,PASS CREEK,1999,2451414.5,Lightning,2451417.5,8834.0,41.6499,-118.6335,NV
2673,DEAD HORSE,1999,2451431.5,Lightning,2451433.5,1628.3,40.5524,-118.9213,NV
2674,,1999,2451508.5,Smoking,2451510.5,1648.0,39.9052,-119.2743,NV
2675,ARCHULETA,1996,2450244.5,Lightning,2450255.5,15356.0,36.9964,-107.0467,NM
2676,UNNAMED,1992,2448896.5,Equipment Use,2448899.5,12000.0,32.4001,-105.8005,NM
2677,ESCONDIDO,1993,2449139.5,Lightning,2449144.5,8900.0,32.1334,-105.8172,NM
2678,ESCONDIDO,1993,2449139.5,Lightning,2449144.5,14103.0,32.1501,-105.7839,NM
2679,ELPASODRAW,1993,2449139.5,Lightning,2449143.5,3252.0,32.4501,-105.7172,NM
2680,MARTIN,1993,2449139.5,Lightning,2449144.5,4115.0,32.3001,-105.8172,NM
2681,COCKLEBURR,1993,2449139.5,Lightning,2449143.5,1009.0,32.3334,-105.7505,NM
2682,LINCH,1993,2449147.5,Lightning,2449150.5,27181.0,31.5334,-108.6506,NM
2683,,1993,2449154.5,Lightning,2449159.5,11856.0,32.5501,-107.1672,NM
2684,PARK,1993,2449157.5,Lightning,2449161.5,2028.0,31.6168,-108.6839,NM
2685,,1993,2449167.5,Lightning,2449168.5,1390.0,31.6001,-108.9339,NM
2686,SHILOH,1993,2449178.5,Lightning,2449178.5,4244.0,32.2168,-107.9339,NM
2687,,1993,2449179.5,Lightning,2449180.5,9000.0,33.5501,-106.7339,NM
2688,REST AREA,1994,2449415.5,Lightning,2449415.5,1500.0,32.5001,-108.0173,NM
2689,STALLION,1994,2449444.5,Smoking,2449444.5,1420.0,33.8834,-106.6839,NM
2690,MARCIAL,1994,2449471.5,Miscellaneous,2449472.5,1160.0,33.6334,-107.0173,NM
2691,BROWNFIELD,1994,2449487.5,Lightning,2449488.5,1455.0,32.5334,-107.4672,NM
2692,OSCURA,1994,2449514.5,Lightning,2449516.5,10000.0,33.8834,-106.0672,NM
2693,IRON,1994,2449529.5,Lightning,2449542.5,2925.0,33.8667,-106.1006,NM
2694,,1994,2449530.5,Lightning,2449548.5,13804.0,32.2834,-107.1672,NM
2695,HAT,1994,2449532.5,Lightning,2449551.5,9000.0,32.0668,-105.9172,NM
2696,LOVELACE,1994,2449533.5,Lightning,2449542.5,5200.0,33.9334,-105.9672,NM
2697,PRATHER,1994,2449533.5,Lightning,2449543.5,3000.0,32.4168,-105.6172,NM
2698,BLACK,1994,2449555.5,Lightning,2449557.5,11500.0,33.5334,-106.8339,NM
2699,GOODSIGHT,1994,2449573.5,Lightning,2449574.5,2800.0,32.4834,-107.4672,NM
2700,,1997,2450568.5,Equipment Use,2450569.5,2020.0,32.3834,-105.695,NM
2701,POT,1997,2450636.5,Lightning,2450637.5,2400.0,31.9334,-107.1867,NM
2702,COYOTE,1999,2451247.5,Powerline,2451247.5,2585.0,33.5681,-108.1339,NM
2703,,1999,2451248.5,Debris Burning,2451249.5,1185.0,34.1334,-108.7687,NM
2704,GARCIA,1999,2451305.5,Lightning,2451308.5,23680.0,31.334,-108.8673,NM
2705,IRON,1999,2451306.5,Equipment Use,2451307.5,2000.0,33.5001,-107.7006,NM
2706,WEST MESA,1999,2451318.5,Arson,2451319.5,1200.0,32.3501,-105.8514,NM
2707,,1992,2448678.5,Debris Burning,2448678.5,1280.0,33.4834,-105.1005,NM
2708,JA 1,1992,2448908.5,Debris Burning,2448908.5,1860.0,32.2668,-103.4505,NM
2709,,1993,2449054.5,Debris Burning,2449054.5,1280.0,33.6501,-104.4839,NM
2710,DOUBLE X,1993,2449070.5,Equipment Use,2449070.5,1650.0,32.2168,-103.6671,NM
2711,ENRON,1993,2449075.5,Lightning,2449075.5,1500.0,33.9167,-105.4005,NM
2712,LAVADE,1993,2449132.5,Lightning,2449132.5,3500.0,33.3668,-104.7672,NM
2713,JALTWO,1993,2449141.5,Equipment Use,2449142.5,19610.0,32.2168,-103.4505,NM
2714,MEREDITH,1993,2449154.5,Lightning,2449154.5,1400.0,33.4501,-104.2005,NM
2715,BEAR,1993,2449160.5,Lightning,2449164.5,2050.0,32.1668,-104.5838,NM
2716,REYNOLDS,1994,2449353.5,Equipment Use,2449353.5,1500.0,34.3001,-104.9339,NM
2717,LAVADE,1994,2449534.5,Lightning,2449535.5,2435.0,34.0201,-105.5172,NM
2718,FRY LAK,1994,2449534.5,Lightning,2449534.5,1400.0,33.8218,-103.7805,NM
2719,LUCKY,1994,2449535.5,Lightning,2449536.5,1420.0,33.2418,-104.9122,NM
2720,DRAPER,1994,2449535.5,Lightning,2449537.5,1480.0,33.5151,-104.8755,NM
2721,SHEARING,1994,2449535.5,Lightning,2449537.5,3255.0,33.6784,-104.7605,NM
2722,HOUSE,1994,2449535.5,Lightning,2449537.5,1200.0,33.6784,-104.6905,NM
2723,LUCKY,1994,2449535.5,Lightning,2449537.5,3230.0,33.2851,-104.9289,NM
2724,LUCKY,1994,2449535.5,Lightning,2449538.5,1280.0,33.2718,-104.9639,NM
2725,CROSBY,1994,2449535.5,Lightning,2449536.5,2000.0,33.6051,-104.3572,NM
2726,EPPERS,1994,2449570.5,Lightning,2449571.5,5847.0,33.8568,-104.8655,NM
2727,RADIO,1995,2449852.5,Lightning,2449853.5,5940.0,33.8501,-104.9839,NM
2728,HERNANDEZ,1995,2449873.5,Missing/Undefined,2449873.5,2500.0,33.9168,-104.1339,NM
2729,HASPEROS,1996,2450247.5,Lightning,2450247.5,1200.0,33.8834,-105.3672,NM
2730,MESA,1998,2450898.5,Miscellaneous,2450898.5,2421.0,34.0504,-104.7633,NM
2731,CORN,1999,2451411.5,Lightning,2451411.5,1723.0,33.60125,-104.89653,NM
2732,ALVORD,1992,2448801.5,Debris Burning,2448802.5,7139.0,42.5832,-118.5344,OR
2733,BIGROCK CR,1992,2448822.5,Lightning,2448823.5,1146.0,43.6499,-118.6344,OR
2734,HOME CR,1992,2448848.5,Lightning,2448850.5,1595.0,42.5166,-118.9177,OR
2735,PIKE CRK,1994,2449535.5,Campfire,2449536.5,1606.0,42.5666,-118.5344,OR
2736,RED POINT,1994,2449555.5,Lightning,2449558.5,4889.0,42.0782,-118.5943,OR
2737,FUNNEL CYN,1994,2449555.5,Lightning,2449556.5,1015.0,42.2716,-118.9427,OR
2738,IRON MTN,1995,2449976.5,Lightning,2449977.5,2439.0,43.2432,-119.4277,OR
2739,ANDREWS SALOON,1996,2450266.5,Powerline,2450267.5,2255.4,42.4732,-118.6177,OR
2740,BURNT FLAT,1996,2450272.5,Lightning,2450277.5,4966.0,43.0118,-118.3044,OR
2741,SKULL CREEK,1996,2450289.5,Lightning,2450292.5,5326.6,42.3999,-118.8294,OR
2742,ROCKY FORD,1996,2450294.5,Lightning,2450296.5,10986.7,43.1702,-118.7841,OR
2743,BUZZARD,1996,2450294.5,Lightning,2450296.5,7799.4,43.2202,-119.4397,OR
2744,KIGER,1996,2450295.5,Lightning,2450299.5,4572.9,42.9818,-118.6291,OR
2745,,1996,2450308.5,Lightning,2450315.5,1871.1,43.7182,-118.7194,OR
2746,CATLOW,1996,2450308.5,Lightning,2450309.5,1861.4,42.5302,-119.1558,OR
2747,JONES FLAT,1996,2450310.5,Children,2450315.5,1050.9,43.5882,-118.481,OR
2748,THREE SPRINGS,1997,2450667.5,Lightning,2450671.5,3205.6,42.6249,-118.8044,OR
2749,MANN LAKE,1997,2450683.5,Lightning,2450685.5,1139.6,42.7432,-118.4827,OR
2750,,1997,2450683.5,Lightning,2450685.5,4715.1,43.6607,-118.5194,OR
2751,FIFTEEN CENT,1998,2451010.5,Lightning,2451019.5,1025.0,42.9799,-118.3177,OR
2752,RAZ LEWIS,1998,2451016.5,Lightning,2451017.5,2348.5,42.2716,-118.9427,OR
2753,BLITZEN,1998,2451044.5,Lightning,2451045.5,2978.0,42.5382,-119.1177,OR
2754,,1999,2451391.5,Lightning,2451392.5,1173.0,42.1999,-119.2196,OR
2755,LONG HOLLOW SUMMIT,1999,2451394.5,Lightning,2451397.5,3626.0,42.3282,-118.9477,OR
2756,STONEHOUSE,1999,2451408.5,Lightning,2451419.5,4544.9,42.8782,-118.4027,OR
2757,ROCK CREEK,1999,2451413.5,Lightning,2451413.5,1099.0,42.7849,-119.3344,OR
2758,ANKLE CREEK,1999,2451472.5,Debris Burning,2451475.5,2677.7,42.5532,-118.6677,OR
2759,JOHN SPRING,1992,2448796.5,Lightning,2448802.5,1495.0,42.3332,-121.3011,OR
2760,LUDI 2,1992,2448848.5,Lightning,2448987.5,1200.0,43.4832,-120.7844,OR
2761,LOWER LK 2,1996,2450321.5,Lightning,2450323.5,1006.0,42.0754,-121.7478,OR
2762,CRUMP,1999,2451393.5,Lightning,2451395.5,3200.0,42.2432,-119.7863,OR
2763,,1999,2451394.5,Lightning,2451395.5,1200.0,42.9338,-119.7013,OR
2764,EAST EVANS,1992,2448837.5,Equipment Use,2448846.5,10135.0,42.4998,-123.1845,OR
2765,,1992,2448887.5,Arson,2448894.5,1280.0,42.2332,-122.6178,OR
2766,HULL MOUNTAIN,1994,2449587.5,Arson,2449595.5,2898.0,42.5835,-123.0012,OR
2767,NOOK,1992,2448815.5,Lightning,2448816.5,1200.0,45.6998,-120.5845,OR
2768,,1992,2448821.5,Lightning,2448824.5,2000.0,45.1999,-120.1511,OR
2769,CHICKEN SP,1992,2448821.5,Lightning,2448827.5,9980.0,45.0832,-121.0345,OR
2770,BUTTE CREEK,1993,2449158.5,Lightning,2449160.5,1400.0,45.0499,-120.4845,OR
2771,,1994,2449528.5,Campfire,2449533.5,1536.0,45.3498,-120.9178,OR
2772,FERRYCANYN,1994,2449528.5,Campfire,2449537.5,9006.0,45.3832,-120.5178,OR
2773,SMITHCANYN,1994,2449542.5,Lightning,2449548.5,10400.0,45.4165,-120.8678,OR
2774,HORSEHEAVN,1994,2449542.5,Lightning,2449553.5,3000.0,44.1832,-120.4511,OR
2775,,1994,2449543.5,Lightning,2449546.5,4000.0,44.6832,-119.6678,OR
2776,NARROWS,1994,2449557.5,Lightning,2449560.5,7000.0,45.6498,-120.5178,OR
2777,,1994,2449559.5,Lightning,2449563.5,10050.0,43.3999,-120.5011,OR
2778,PARRISH CREEK,1994,2449559.5,Lightning,2449561.5,2200.0,44.7499,-119.8011,OR
2779,HORN BUTTE,1994,2449566.5,Lightning,2449570.5,7000.0,45.6499,-119.9845,OR
2780,THIRTYMILE,1994,2449568.5,Lightning,2449571.5,13800.0,45.1665,-120.3345,OR
2781,CINDER BUTTE,1995,2449960.5,Smoking,2449962.5,5750.0,43.5999,-120.0678,OR
2782,PINE MTN.,1995,2449964.5,Equipment Use,2449965.5,1200.0,43.7857,-120.8695,OR
2783,PINE CR,1995,2449975.5,Lightning,2449979.5,1025.0,44.3165,-119.5678,OR
2784,REDROCK,1996,2450295.5,Lightning,2450296.5,2050.0,44.7499,-120.2345,OR
2785,OCHOCO COMPLEX (CHAPMAN SPRINGS),1996,2450310.5,Lightning,2450314.5,1035.0,44.7165,-120.2178,OR
2786,SKELETON-EVANS WEST (SKELETON),1996,2450318.5,Lightning,2450318.5,17739.0,43.9498,-121.1511,OR
2787,BIG MUDDY,1998,2451004.5,Lightning,2451006.5,1570.0,44.8854,-120.5078,OR
2788,BUTTE,1998,2451033.5,Miscellaneous,2451038.5,15000.0,44.9137,-120.54,OR
2789,BUCK CREEK,1999,2451413.5,Lightning,2451417.5,1400.0,43.73653,-119.90663,OR
2790,COWLAKES 2,1992,2448783.5,Lightning,2448784.5,1500.0,43.0499,-117.2843,OR
2791,JORDANCRTR,1992,2448796.5,Lightning,2448797.5,1085.0,43.0832,-117.4343,OR
2792,TABLEROCK,1992,2448822.5,Lightning,2448824.5,2845.0,44.4171,-117.4152,OR
2793,DURBIN CR,1992,2448848.5,Miscellaneous,2448849.5,1380.0,44.3332,-117.293,OR
2794,MAHOGNEY M,1992,2448876.5,Lightning,2448880.5,1824.0,43.2404,-117.316,OR
2795,3 FINGERS,1993,2449203.5,Lightning,2449205.5,2560.0,43.464,-117.2196,OR
2796,SWAMP CREEK,1994,2449566.5,Lightning,2449573.5,44140.0,43.3665,-118.101,OR
2797,LITTLE MALHEUR COMPLEX (IRONSIDE),1994,2449592.5,Lightning,2449601.5,10317.0,44.2674,-118.1688,OR
2798,INDIAN FORT,1995,2449907.5,Lightning,2449909.5,14000.0,42.6385,-117.5365,OR
2799,INDIAN FORT,1995,2449926.5,Lightning,2449928.5,15210.0,42.5665,-117.5676,OR
2800,NO KETCHUM,1996,2450241.5,Lightning,2450242.5,1450.0,42.9832,-117.5843,OR
2801,GIN BASIN,1996,2450272.5,Lightning,2450274.5,2280.0,43.2952,-117.4313,OR
2802,BOGUS CREEK,1996,2450294.5,Lightning,2450298.5,57160.0,43.0665,-117.6343,OR
2803,BROWN BUTTE,1996,2450306.5,Lightning,2450308.5,2122.0,43.7332,-117.101,OR
2804,COW HOLLOW COMPLEX (CEDAR MOUNTAIN),1996,2450306.5,Lightning,2450313.5,6218.0,43.3188,-117.7149,OR
2805,COW HOLLOW COMPLEX (COW HOLLOW),1996,2450307.5,Lightning,2450312.5,31295.0,43.8499,-117.2677,OR
2806,BROWN BUTTE,1996,2450308.5,Lightning,2450313.5,8616.0,43.6754,-117.1221,OR
2807,LITTLE OWYHEE,1996,2450321.5,Lightning,2450323.5,8967.0,42.9499,-117.6177,OR
2808,CHINA GULCH,1996,2450321.5,Lightning,2450323.5,5985.0,42.7518,-117.6413,OR
2809,HAT BUTTE,1996,2450321.5,Lightning,2450327.5,13087.0,43.298379,-118.232451,OR
2810,BOGUS LAKE,1996,2450321.5,Lightning,2450322.5,2989.0,43.0429,-117.5571,OR
2811,NORTH CANAL,1997,2450616.5,Lightning,2450619.5,2255.0,43.9588,-117.4863,OR
2812,CEDAR MOUNTAIN,1997,2450650.5,Lightning,2450652.5,1609.0,43.2557,-117.6696,OR
2813,STOCKAID,1998,2451023.5,Lightning,2451026.5,2056.0,43.2596,-118.0513,OR
2814,TUB MTN.,1998,2451031.5,Lightning,2451032.5,2422.0,44.1846,-117.2621,OR
2815,SOUTH TUB MT,1998,2451032.5,Lightning,2451033.5,6416.0,44.1638,-117.1602,OR
2816,BONITA,1998,2451039.5,Lightning,2451039.5,2198.0,44.2613,-117.878,OR
2817,LOW CREEK,1998,2451063.5,Lightning,2451064.5,2600.0,44.7057,-117.5505,OR
2818,CHALK BASI,1998,2451064.5,Lightning,2451066.5,1168.0,43.0499,-117.7177,OR
2819,LINCOLN,1999,2451353.5,Lightning,2451354.5,1415.0,43.8749,-117.1185,OR
2820,RILEY HORN,1999,2451394.5,Lightning,2451395.5,1038.1,43.1085,-117.5999,OR
2821,HORSE CREEK,1999,2451456.5,Miscellaneous,2451457.5,3763.0,42.8052,-117.0276,OR
2822,MILL CREEK,1993,2449159.5,Lightning,2449161.5,2181.0,37.1666,-113.5175,UT
2823,MOTOQUA,1994,2449538.5,Lightning,2449539.5,2137.0,37.3166,-114.0341,UT
2824,BULLOCH,1994,2449555.5,Lightning,2449558.5,1761.6,37.3833,-112.9008,UT
2825,CAVE CANYON,1994,2449560.5,Lightning,2449567.5,1252.0,38.3333,-112.8675,UT
2826,,1994,2449563.5,Lightning,2449566.5,10700.0,38.3666,-112.8675,UT
2827,,1995,2449869.5,Lightning,2449873.5,1200.0,37.2833,-114.0175,UT
2828,BIRD REF1,1995,2449895.5,Lightning,2449896.5,1010.6,37.1636,-113.9472,UT
2829,INDIAN SPRINGS BIRD REFUG,1995,2449895.5,Lightning,2449896.5,1234.0,37.1055,-113.9472,UT
2830,BIRTHDAY,1995,2449899.5,Lightning,2449901.5,2874.0,37.0333,-113.7627,UT
2831,MILFORD PASS,1995,2449906.5,Lightning,2449909.5,9062.5,38.3614,-112.9116,UT
2832,CEDAR POCKET,1995,2449928.5,Lightning,2449930.5,12641.2,37.0478,-113.7627,UT
2833,HONEY BOY,1996,2450297.5,Lightning,2450310.5,10476.0,38.3319,-112.9861,UT
2834,PIUTE,1996,2450311.5,Lightning,2450313.5,1032.0,37.1925,-113.818,UT
2835,CUNNINGHAM,1996,2450313.5,Lightning,2450321.5,14854.0,38.4344,-112.7255,UT
2836,PAHCOON,1997,2450649.5,Lightning,2450652.5,2250.0,37.2066,-113.8341,UT
2837,PAHCOON,1998,2450986.5,Debris Burning,2450989.5,6363.0,37.2011,-113.8516,UT
2838,BULLDOG,1998,2450991.5,Equipment Use,2450997.5,6375.0,37.0066,-113.8441,UT
2839,MINERSVILLE,1998,2450998.5,Fireworks,2451001.5,4052.0,38.2147,-112.8563,UT
2840,BARN,1998,2451007.5,Equipment Use,2451011.5,1815.0,37.5686,-113.7675,UT
2841,BUCKSKIN,1998,2451022.5,Lightning,2451026.5,1110.0,37.1042,-112.0644,UT
2842,MEADOW SPRING,1999,2451362.5,Arson,2451368.5,1226.0,38.32913,-113.90415,UT
2843,SILENT,1999,2451412.5,Lightning,2451417.5,1955.0,37.228,-113.8941,UT
2844,DOG VALLEY,1999,2451456.5,Arson,2451458.5,1204.0,38.0833,-112.4508,UT
2845,CISCO MESA,1994,2449503.5,Lightning,2449503.5,1300.0,39.0833,-109.4173,UT
2846,THOMPSON,1994,2449512.5,Railroad,2449512.5,1420.0,38.9833,-109.734,UT
2847,,1994,2449527.5,Railroad,2449527.5,2000.0,39.05,-109.1173,UT
2848,BITTCRCOMP,1994,2449531.5,Equipment Use,2449535.5,3820.0,39.3333,-109.1007,UT
2849,WESTWATER 3,1994,2449594.5,Lightning,2449595.5,1500.0,39.2166,-109.1173,UT
2850,VALLEY CITY 2,1995,2449882.5,Lightning,2449883.5,3500.0,38.8333,-109.7173,UT
2851,TRIANGLE,1995,2449928.5,Lightning,2449933.5,5343.0,38.9,-109.0507,UT
2852,EAST CARBON,1996,2450289.5,Lightning,2450293.5,1094.0,39.6,-110.4507,UT
2853,,1998,2451013.5,Lightning,2451016.5,2455.0,37.3756,-109.0798,UT
2854,LITTLE HOLE,1999,2451360.5,Lightning,2451363.5,3216.0,39.0361,-109.1687,UT
2855,TOMS CYN,1999,2451361.5,Lightning,2451366.5,1531.0,38.98508,-109.09209,UT
2856,BUCKEYE,1992,2448845.5,Miscellaneous,2448847.5,1650.0,39.8999,-112.1174,UT
2857,SAND MTN E,1992,2448854.5,Lightning,2448855.5,2750.0,39.6166,-112.3508,UT
2858,BOTTOM,1993,2449177.5,Lightning,2449179.5,3182.0,38.653,-112.7752,UT
2859,BLACK ROCK,1994,2449531.5,Lightning,2449532.5,1700.0,38.6666,-113.1341,UT
2860,ANTELOPEMT,1994,2449560.5,Lightning,2449570.5,8600.0,38.6166,-112.8508,UT
2861,BLACKPOINT,1995,2449906.5,Lightning,2449906.5,2000.0,38.8166,-112.6674,UT
2862,SAND MOUNTAIN,1995,2449919.5,Lightning,2449920.5,1650.0,39.6999,-112.5008,UT
2863,COVE FORT,1995,2449924.5,Equipment Use,2449931.5,2264.0,38.6241,-112.6086,UT
2864,,1995,2449932.5,Lightning,2449934.5,1600.0,38.8833,-112.8175,UT
2865,TURKEY,1995,2449939.5,Lightning,2449944.5,9047.0,39.7166,-111.9174,UT
2866,CHERRY CREEK,1995,2449957.5,Arson,2449959.5,1262.0,39.8499,-112.3341,UT
2867,DEATH CREEK,1995,2449976.5,Miscellaneous,2449978.5,1438.0,39.9166,-112.2674,UT
2868,LAVA RIDGE,1995,2449977.5,Lightning,2449982.5,11453.0,38.7833,-112.6508,UT
2869,CHAMPLIN,1995,2449983.5,Miscellaneous,2449984.5,1493.0,39.6333,-112.2674,UT
2870,LONG RIDGE,1996,2450246.5,Lightning,2450253.5,2615.5,39.8244,-111.9749,UT
2871,LEAMINGTON COMPLEX (WASH),1996,2450255.5,Lightning,2450263.5,37923.4,39.7058,-112.2808,UT
2872,LEAMINGTON COMPLEX (WASH),1996,2450255.5,Lightning,2450263.5,2650.2,39.7641,-112.168,UT
2873,LEAMINGTON COMPLEX (WASH),1996,2450269.5,Lightning,2450270.5,2012.0,39.7166,-112.3174,UT
2874,SORENSON COMPLEX (SOUTH TWIN PEAKS),1996,2450269.5,Lightning,2450280.5,41862.7,38.6241,-112.6269,UT
2875,EIGHT MILE,1996,2450269.5,Lightning,2450273.5,3788.6,39.2197,-112.213,UT
2876,,1996,2450273.5,Lightning,2450282.5,1621.1,39.5833,-112.2341,UT
2877,LITTLE SAHARA COMPLEX (CHERRY CREEK),1996,2450275.5,Lightning,2450282.5,11482.3,39.7333,-112.4008,UT
2878,LEAMINGTON COMPLEX (LEAMINGTON),1996,2450296.5,Lightning,2450312.5,28442.0,39.5011,-112.2244,UT
2879,LEAMINGTON COMPLEX (WASH),1996,2450297.5,Lightning,2450312.5,89148.9,39.628,-112.1191,UT
2880,,1996,2450297.5,Lightning,2450300.5,9995.0,39.7936,-112.3183,UT
2881,LEAMINGTON COMPLEX (EAST SAGE),1996,2450297.5,Lightning,2450312.5,18750.0,39.5211,-111.9927,UT
2882,FRISCOPEAK,1996,2450298.5,Lightning,2450303.5,3835.0,38.6675,-113.1091,UT
2883,LEAMINGTON COMPLEX (WASH),1996,2450312.5,Lightning,2450321.5,4626.1,39.6311,-112.2611,UT
2884,FLAT,1997,2450644.5,Lightning,2450648.5,5425.0,38.5664,-112.148,UT
2885,GEORGE,1998,2451012.5,Lightning,2451014.5,7629.2,38.7839,-112.6136,UT
2886,BROAD CANYON,1999,2451357.5,Campfire,2451359.5,1124.0,39.57356,-112.27737,UT
2887,RAILROAD,1999,2451361.5,Railroad,2451366.5,2301.7,39.88215,-112.154,UT
2888,RAILROAD,1999,2451361.5,Railroad,2451361.5,58707.4,39.66675,-112.28472,UT
2889,SAND MOUNTAIN,1999,2451403.5,Miscellaneous,2451404.5,1545.0,39.63582,-112.44912,UT
2890,W ROCKWELL,1999,2451412.5,Lightning,2451415.5,1015.0,39.78452,-112.37509,UT
2891,WHITEROCKS,1994,2449498.5,Lightning,2449499.5,6500.0,40.3249,-112.8491,UT
2892,KNOWLS,1994,2449508.5,Fireworks,2449510.5,1500.0,40.2333,-111.9008,UT
2893,SIMPSON BT,1994,2449518.5,Arson,2449519.5,7750.0,40.0499,-112.8508,UT
2894,SIMPSON BT,1994,2449519.5,Arson,2449520.5,6500.0,40.1499,-112.7008,UT
2895,ROUND TOP,1994,2449523.5,Miscellaneous,2449524.5,8000.0,40.1999,-112.7175,UT
2896,CHOKECHERRY FLAT,1994,2449529.5,Arson,2449535.5,2270.0,40.2999,-112.5008,UT
2897,POSTHOLLOW,1994,2449535.5,Lightning,2449541.5,13235.0,40.2999,-112.7841,UT
2898,TERRA,1994,2449535.5,Lightning,2449541.5,2294.0,40.3166,-112.6175,UT
2899,POSTHOLLOW,1994,2449538.5,Lightning,2449541.5,2800.0,40.2833,-112.8508,UT
2900,ISLANDRNCH,1994,2449538.5,Lightning,2449541.5,2988.0,40.4499,-112.7508,UT
2901,LAKESIDE,1994,2449538.5,Lightning,2449541.5,3600.0,40.8833,-112.7675,UT
2902,8 MILE,1994,2449538.5,Lightning,2449541.5,2188.0,40.5666,-112.9008,UT
2903,NE CEDAR,1994,2449538.5,Lightning,2449540.5,2270.0,40.7666,-112.8675,UT
2904,BENNION CR,1994,2449561.5,Lightning,2449564.5,1500.0,39.9666,-112.4508,UT
2905,E HARKER,1994,2449568.5,Lightning,2449575.5,12837.0,39.9666,-112.4841,UT
2906,REILLY CANYON,1994,2449568.5,Lightning,2449606.5,3083.0,39.9499,-113.8675,UT
2907,STANSBURY ISLAND,1995,2449924.5,Miscellaneous,2449928.5,4840.0,40.6586,-112.5058,UT
2908,PUDDLE VALLEY,1995,2449937.5,Lightning,2449941.5,30720.0,40.9849,-112.973,UT
2909,REDLAM,1995,2449956.5,Miscellaneous,2449960.5,35000.0,40.6638,-112.9761,UT
2910,DUGWAY #3,1995,2449961.5,Lightning,2449964.5,11610.0,40.2666,-112.8491,UT
2911,ROUND TOP,1996,2450248.5,Equipment Use,2450249.5,3840.0,40.0999,-112.7841,UT
2912,SOLDIER PASS,1996,2450254.5,Lightning,2450267.5,7620.0,40.2166,-111.9341,UT
2913,SHEEP ROCKS,1996,2450256.5,Lightning,2450262.5,9283.0,39.90848,-112.61989,UT
2914,,1996,2450267.5,Lightning,2450269.5,25000.0,40.9022,-112.9539,UT
2915,DAVIS KNOLL COMPLEX (DAVIS KNOLL),1996,2450272.5,Lightning,2450276.5,28540.0,40.1333,-112.6675,UT
2916,DAVIS KNOLL COMPLEX (GOSHUTE),1996,2450272.5,Lightning,2450274.5,4800.0,40.4166,-112.7341,UT
2917,SIMPSON,1996,2450287.5,Miscellaneous,2450290.5,4505.0,40.0666,-112.7841,UT
2918,ONAQUI COMPLEX (AQUEDUCT),1996,2450291.5,Lightning,2450293.5,2600.0,40.1333,-112.5008,UT
